id;x;y;type;capacity;cost
440;17.033839;51.067471;residental;0.0;0.0
441;17.0200275;51.050482;residental;0.0;0.0
442;17.0287213;51.0626171;residental;0.0;0.0
443;17.000076;51.0685925;residental;0.0;0.0
444;16.9961665;51.066799;residental;0.0;0.0
445;17.027212;51.0592205;residental;0.0;0.0
446;17.0408805;51.0679;residental;0.0;0.0
447;17.0391955;51.0622623;residental;0.0;0.0
448;17.0409395;51.068291;residental;0.0;0.0
449;17.0424319;51.0628826;residental;0.0;0.0
450;17.031027;51.0510495;residental;0.0;0.0
451;17.0434995;51.069942;residental;0.0;0.0
452;17.0079785;51.0697133;residental;0.0;0.0
453;17.0376225;51.067904;residental;0.0;0.0
454;16.992578;51.0650742;residental;0.0;0.0
455;16.978845;51.065477;residental;0.0;0.0
456;17.060031;51.049165;residental;0.0;0.0
457;17.0081738;51.0625345;residental;0.0;0.0
458;17.0152394;51.0646568;residental;0.0;0.0
459;17.0075019;51.0631748;residental;0.0;0.0
460;17.0148035;51.069588;residental;0.0;0.0
461;17.0079059;51.0562905;residental;0.0;0.0
462;17.0235515;51.0516865;residental;0.0;0.0
463;17.031781;51.064096;residental;0.0;0.0
464;17.023176;51.048207;residental;0.0;0.0
465;17.0220304;51.0509029;residental;0.0;0.0
466;17.000797;51.0666068;residental;0.0;0.0
467;17.0385275;51.0684275;residental;0.0;0.0
468;17.0872125;51.0524845;residental;0.0;0.0
469;17.022228;51.0517245;residental;0.0;0.0
470;16.976796;51.0614114;residental;0.0;0.0
471;16.978545;51.06545;residental;0.0;0.0
472;17.0530115;51.047518;residental;0.0;0.0
473;17.02034;51.054035;residental;0.0;0.0
474;17.0374425;51.068578;residental;0.0;0.0
475;16.9908997;51.0647217;residental;0.0;0.0
476;16.9936706;51.0637716;residental;0.0;0.0
477;17.0189097;51.052261;residental;0.0;0.0
478;16.9752433;51.0667668;residental;0.0;0.0
479;17.0359549;51.064834;residental;0.0;0.0
480;17.0266973;51.0462312;residental;0.0;0.0
481;17.058387;51.059729;residental;0.0;0.0
